Date,Stock Splits
1987-09-21 00:00:00-04:00,2.0
1990-04-16 00:00:00-04:00,2.0
1991-06-27 00:00:00-04:00,1.5
1992-06-15 00:00:00-04:00,1.5
1994-05-23 00:00:00-04:00,2.0
1996-12-09 00:00:00-05:00,2.0
1998-02-23 00:00:00-05:00,2.0
1999-03-29 00:00:00-05:00,2.0
2003-02-18 00:00:00-05:00,2.0
